tweet_id,tweets
1.68344338374063E+018,"@HELBpage Am no longer able to access the helb portal , inaniambia ati phone device has been changed , my number is 0769278324"
1.68342071164027E+018,@IncomeTaxIndia @FinMinIndia The solution provided by your people through phone number 8061464700 is ridiculous as� https://t.co/IAzOkHqI6F
1.68341263565862E+018,@HELBpage si mjibu Sasa wakuu$$$Hello please change my phone number from 0758219796 to 0758015275 I'd 39478417 $$$It is registered under my name
1.68341245324834E+018,@HELBpage Hello please change my phone number from 0758219796 to 0758015275 I'd 39478417 $$$It is registered under my name
1.68339648275667E+018,@smstelegram I'm trying to use my mobile phone number: 919511969856$$$But Telegram says it's banned. Please help.This� https://t.co/vaocgMFtI8
1.68335424228598E+018,My phone number is 253-576-9853 my email address is kinghthahustla1@gmail.com this is not a hokes or a joke!!! Also� https://t.co/OZhD0HS0Lw
1.68330320550819E+018,@MSEDCL your on duty number 7875781985.. whoever is handling has the audacity to divert it to my personal phone num� https://t.co/75TP0LTTkY
1.68323116716673E+018,This is my phone number 8645534494
1.68321483945436E+018,"I am back in America, so my phone number (5406470272) is working again!"
1.68319566411147E+018,@DStvNg $$$$$$THIS IS MY IUC NUMBER: 7545752685$$$$$$DSTV ACCOUNT NAME: IRO STANLEY IKECHUKWU$$$$$$PHONE�NUMBER: 08100991961. https://t.co/KY0k68ZfIE
1.68313968617524E+018,@Shweta__Jha89 Is not ur photos please madam send me your photo u will want my$$$phone number 9606238125
1.68313892239256E+018,"@Sweety77778 Y madam? $$$Can you make me friendship or relationship with me? $$$then OK, my phone number is 9606238125."
1.68313354151985E+018,Call my brother's phone number it is 8144964808
1.6831103734473E+018,"@AxisBankSupport Hi Team,$$$$$$This is my registered phone number - 9503005280 but currently this is not active. Please� https://t.co/ijMYwdoLXd"
1.68308326040493E+018,@PrimeministerGR My phone number is +359896641143 it is .$$$UK +4473097810180$$$ISIN FR 0011010149 ISIN  XS 0236243548� https://t.co/6di6R55KYt
1.68304729539755E+018,@zomato I am Vimlesh Upadhyay and I am a order food  My order number is�4984336952 my food not received my money al� https://t.co/AiZdV9knBp
1.68300926769419E+018,@mossad_career this is my Mossad phone number +61475457707$$$+61421967973$$$cloudchamp1337@gmail.com cloudchamp1066@gma� https://t.co/9JnAres3Xj
1.68300313393562E+018,@MVVNLHQ @UPPCLLKO @UppclChairman $$$Consumer no. 731804061775 isn't my connection and this consumer is perhaps not p� https://t.co/axOaFAQH29
1.6830022192628E+018,@ruby1840 My phone number is 9492584957
1.68299967865541E+018,@patelgamingcodm @telegram I'm trying to use my mobile phone number: +91 9719157446$$$But Telegram says it's banned.� https://t.co/ylD85rQoPG
1.68299902378194E+018,@ruby1840 0276180350 this is my cell phone number
1.68299188708983E+018,@spotifyindia @SpotifyC $$$I am unable to login via mobile no 8057533777. My spotify account was active on the said n� https://t.co/iJuyhqgvRl
1.68298976354305E+018,@smstelegram I'm trying to use my mobile phone number: +91 9719157446$$$But Telegram says it's banned.$$$$$$This is my pe� https://t.co/DZvJ4hEPBl
1.68298875492198E+018,Hi my name is Salapu Tanuj with phone number 9573269584. My account has been blocked due to suspicious activity. I� https://t.co/xNYztZATzT
1.68298798026341E+018,RT @devendrasarswa1: @smstelegram I'm trying to use my mobile phone number: +91 9719157446$$$But Telegram says it's banned.$$$$$$This is my perso�
1.68298794467894E+018,@smstelegram I'm trying to use my mobile phone number: +91 9719157446$$$But Telegram says it's banned.$$$$$$This is my pe� https://t.co/AXvTi2y9Rl
1.6829876877988E+018,@smstelegram I'm trying to use my mobile phone number: +91 9719157446$$$But Telegram says it's banned.$$$$$$This is my pe� https://t.co/3bDxZe8u8U
1.68298540990163E+018,@Airtel_Presence Airtel network is not coming in my phone which was coming in the morning my no 8130969405 Please s� https://t.co/ZDHaPTnwLz
1.68294795796718E+018,@elonmusk My phone number is (714) 875-0544 email address is Kelly.hay17@gmail.com
1.68294649517824E+018,@ummayazeid @hauwah_omarr My name is Louis my phone number 405-816-1350. My email LouisMay 25@gmail.com.
1.68294392157453E+018,@xnumberh  Can you send me a text via my cell phone number 8303969522$$$Twitter is acting weird
1.68294391561443E+018,"@KTRBRS hi sir, i from tamil nadu sir , like to meet in telanaga,  please give me permission to meet you sir , my phone number is 9940964538"
1.68294294029167E+018,@Acursedbitch can you send me a text via my cell phone number 8303969522$$$Twitter is acting weird I can�t reply
1.68294277803502E+018,@xnumberh Can you send me a text via my cell phone number 8303969522$$$Twitter is acting weird
1.6829350394857E+018,RT @sincerelyjimine: find my mother.$$$$$$Thank you very much.$$$$$$My email address is yleijen@gmail.com My phone number is 0031-611320797. My Kak�
1.68292142180533E+018,I'm trying to use my mobile phone number: 919376018154$$$But Telegram says it's banned. Please help.$$$$$$This is my pers� https://t.co/6JmcBYDFfp
1.68288607284036E+018,@TsspdclCorporat There is no electricity from last 1 hour my usc:no:108676324 my phone number is 9618841978 near Rta Somajiguda
1.68284404015969E+018,@anjali34769 9790477426 this is my phone number
1.68283903484481E+018,RT @sincerelyjimine: find my mother.$$$$$$Thank you very much.$$$$$$My email address is yleijen@gmail.com My phone number is 0031-611320797. My Kak�
1.68281369564534E+018,RT @sincerelyjimine: find my mother.$$$$$$Thank you very much.$$$$$$My email address is yleijen@gmail.com My phone number is 0031-611320797. My Kak�
1.68278531743729E+018,"9975926422 This is my Airtel number, networker does not meet this number, does not need a phone"
1.6827793377986E+018,@smstelegram $$$I'm trying to use my mobile phone number: 919992067762$$$But Telegram says it's banned$$$This is my perso� https://t.co/vrFxrJt5hd
1.68277754993457E+018,@9es6_ My phone number is 9178039803 in  USA
1.68274972372619E+018,@ArchdiocGlasgow I Would love to attend his Requiem when a date is finalised my phone number i 07713106776 or elspeththepill@gmail.com
1.68274108882865E+018,@smstelegram I'm trying to use my mobile phone number: 919693177954$$$But Telegram says it's banned. Please help.$$$Thi� https://t.co/aLes8sIvw0
1.68274056059393E+018,@smstelegram $$$I'm trying to use my mobile phone number: 919693177954$$$But Telegram says it's banned. $$$This is my per� https://t.co/WHKcQOj7JD
1.68273723244719E+018,@googlechrome $$$Greetings$$$I can not get into my diamonddoctorent@gmail.com email. I no longer have the phone number� https://t.co/dGD0dVlzBB
1.68273702903609E+018,@Google $$$Greetings$$$I can not get into my diamonddoctorent@gmail.com email. I no longer have the phone number associ� https://t.co/22weixgLJa
1.68273315263508E+018,@Rusu01325785341 8135766033 here is my phone number
1.68273309197704E+018,@SteveTa68191323 here is my phone number just text me 8135766033
1.68271941300978E+018,@HDFCERGOGIC Phone number - 9619979659$$$My policy is linked with my phone number
1.68271368520113E+018,RT @sincerelyjimine: find my mother.$$$$$$Thank you very much.$$$$$$My email address is yleijen@gmail.com My phone number is 0031-611320797. My Kak�
1.68271197143772E+018,RT @sincerelyjimine: find my mother.$$$$$$Thank you very much.$$$$$$My email address is yleijen@gmail.com My phone number is 0031-611320797. My Kak�
1.68270264457248E+018,find my mother.$$$$$$Thank you very much.$$$$$$My email address is yleijen@gmail.com My phone number is 0031-611320797. My� https://t.co/kJ2YLTiz7l
1.68270008789647E+018,"@GMEscalations Unable to DM, my Order id: GMDCF674542 $$$Registered email is rimpu9232@gmail.com (don't want to share� https://t.co/bijVA3w09d"
1.68269949129051E+018,@Paytmcare my phone number is 9873979165
1.68269574561767E+018,@zomatocare @zomato @GST_Council . This is my order I'd 5028202511. My phone number-7569111968. Already so many tim� https://t.co/uyoGt3e4sZ
1.68269420681537E+018,@Bea_han3 Hi my phone number is 0102131622
1.68269196058546E+018,@TanviSh66361811 @KritiSi73934187 My phone number is 0401411724
1.6826705992259E+018,@smstelegram $$$I'm trying to use my mobile phone number: 919549397387$$$But Telegram says it's banned. Please help.$$$$$$T� https://t.co/80AalCk0i0
1.68266599656026E+018,@flipkartsupport @urs_shubham1604 My email id is - das937257@gmail.com$$$And phone number is - 9749337194
1.68264962076433E+018,We didn't have power for last half an hour. My USC number is 102756654. My phone number is 9290448153. @TsspdclCorporat
1.68264886068511E+018,"Sir, we didn't have power for last half an hour. My USC number is 102754456. My phone number is 9290448153 @TsspdclCorporat"
1.68264797703336E+018,@whatsappbiz I'm trying to use my mobile phone number:$$$+918955507251$$$But whatsapp says it's banned.$$$This is my pers� https://t.co/K9IhTfY3xs
1.68263614215844E+018,"@OLX_India My phone number is 9891850725... ever since I posted the add for selng dnning tble, I got msg and I shar� https://t.co/q9HmGVe5vx"
1.68263323346338E+018,@SonuSood Sonu sood sir $$$I need help very urgent please money I have no house please save me sir $$$My phone number is 9346218128
1.68259796428666E+018,I'm trying to use my mobile phone number: 919376018154$$$But Telegram says it's banned. Please help.$$$This is my perso� https://t.co/tm9mfWCFtb
1.68259086028494E+018,@Poojasa92610258 @SolaniRani 0276180350 this is my cell phone number please call me right now please my beautiful darling wife to be
1.68257601864377E+018,@telegram I'm trying to use my mobile phone number: 917031581889$$$But Telegram says it's banned. Please help.$$$This i� https://t.co/131yh741Rx
1.6825554787006E+018,@Gifted_data99 7047786258 that is my sportybet I'd and phone number
1.6825495478963E+018,"@ririvanessah Yes you are my type, my phone number is 8184428519"
1.68254094945565E+018,"@TsspdclCorporat I had dialled this number I.e., 9490619815.....Nobody is answering my phone calls....There is powe� https://t.co/ew5E7m5v8R"
1.68242221984108E+018,@INOXMovies Hi Mrinal my phone number is +91 9833434032 and my email ID is matchcut.saurabh@gmail.com. My ticket is� https://t.co/UYEYtWena4
1.68241854667098E+018,@SonuSood Brother help me my name is y.ramesh my phone number 7981409164
1.68241227815765E+018,RT @ABDELHAKIM57231: @smstelegram my channels got hacked and the number phone related them is banned can you help me please 213666334657
1.68241222832502E+018,@smstelegram my channels got hacked and the number phone related them is banned can you help me please 213666334657
1.68239983904752E+018,@ElonMuskAOC My phone number is 9022731887.
1.68237879288151E+018,@cz_binance Plz guide me on google chat or my phone number is 9985359113! I am from India! But I would like to stay� https://t.co/GnZX9ilADd
1.68235539249039E+018,@HathwayBrdband I cannot share my phone number. This is my Hathway account number -  A/c No. 1222082268. I received� https://t.co/JW3LK1v7x8
1.68235054874011E+018,@smstelegram My account name: Elius Ndonde$$$Phone number:0710048306$$$Someone is Banned it please please help me...they tried tricking me..??
1.6823280993529E+018,@Airtel_Ug @katendejuliet15 Iwant to block my old number 0756673419 please can you help me  thieves is stollen my phone
1.68231888755848E+018,@rina_rani12 My phone number is 9431782690
1.68231559734089E+018,@GoogleWorkspace Forgot my gmail account password secret gmail my account thakoralpesh6125@gmail.com$$$Phone number 9� https://t.co/ik2e4qyTsb
1.6823020111637E+018,@DHLParcelUK My Way Number is 4871624785. It has been collected and on hold in Milan.  Your phone system does not r� https://t.co/JwRvAWf6Lj
1.68226070637539E+018,"RT @rajgupta121: @UPPCLLKO Dear UPPCL, There is connection  751708917938 wrongly attached with my mobile number. I have complained through�"
1.68226052060965E+018,"@UPPCLLKO Dear UPPCL, There is connection  751708917938 wrongly attached with my mobile number. I have complained t� https://t.co/gKXmp6Q5O1"
1.68225719687517E+018,@betikaKe Why am I not getting a response about this bet. The one marked with red. My phone number is 0787008470 https://t.co/1tpOy9NxXY
1.68225465394437E+018,@GodrejAppliance Thanks for looking forward to the matter.$$$My complain number is- 516083$$$Phone number- 9439394394$$$E� https://t.co/OyBfwEyLjC
1.68222628989622E+018,@Ameerah__Omar @_Aisha_omar @_Fateemahomar @__yusrah_ @__mufeeda @_Siyermerh @_Nusaibah_ @fauziya__yusuf 9647702338� https://t.co/JAwwbEAZxe
1.68222562949047E+018,@Ameerah__Omar @_Siyermerh @_Fateemahomar @_Aisha_omar @__yusrah_ @__mufeeda @_Nusaibah_ @fauziya__yusuf 9647702338� https://t.co/o0EUYi6IiY
1.68222330461295E+018,@EurekaForbes I am unable to DM. Here's my registered phone number for you to check. 7978652308. Also It's been mor� https://t.co/0FTBBsDBQN
1.68221744945706E+018,I called on that phone but phone is not reachable. switch off showing .  $$$My correct phone number is 8369663247.$$$Af� https://t.co/vAwR6RzGND
1.68221009171656E+018,@AladartAlmktb My name is ajab rahimajab92@gmail.com my phone number is a 00923454394649
1.6822047925324E+018,@sdmebvp1 @DRM_BVP @RailwaySeva My phone number is 9552543128 and PNR is 8605801600
1.6821783045419E+018,@Aeesha_amir @fatimarabiiu I�m single and my phone number is +233502500212
1.68212948076722E+018,"@Uber_Support Hi support,my name is Gomez Ssimbwa,my email address is Ssimbag2022@gmail.com,my phone number is +277� https://t.co/M7g6iGbVN7"
1.68211055980881E+018,@MazirweSarah My phone or whatsapp number is 0702704173. Whenever you are ready to place your cake order. I will be glad to serve you.
1.68210489489818E+018,His instagram is @ icloudunlock.iin and phone number +919110682950.  I really saved that money in 4 months from my� https://t.co/TFjbU2Xhr2
1.68209960442934E+018,@Fahad38158546 This is my phone number which is registered on mobile money in order to get more support 0773928460
1.68208175491462E+018,@flipkartsupport This link is not working please send me mail on shivangisinghlittle@gmail.com I'll reply with my p� https://t.co/7tday0IL1A
1.6820510068619E+018,"@RailwaySeva Dear Sir,  $$$$$$Neither have I received any sms on my phone  my number is 9952222221 and am travelling on� https://t.co/blnJkfteA4"
1.68204498883697E+018,"RT @SadabaharKavi: Hello @JharkhandPolice @Cyberdost @AskAnshul @sunnynehrabro, we seek you help. An unknown person from +9153821758 is con�"
1.68203822251443E+018,@indianrailway__ i am travelling from train no. 15909 from Hji to hjp$$$my pnr number is 6622705301$$$i am in A2 where� https://t.co/gtlNeaEZwY
1.68203200257971E+018,"Hello @JharkhandPolice @Cyberdost @AskAnshul @sunnynehrabro, we seek you help. An unknown person from +9153821758 i� https://t.co/zR1yuc7RtA"
1.68201522188647E+018,"@La_risa02 if possible, write to me on the number ?? whatsapp here is my phone for you +994505052691"
1.68201245309652E+018,@CASHeApp My loan app phone number is 8981203832. As i lost my job i was unable to pay dues on times and you can ch� https://t.co/ZFVOjMt4Lu
1.68199587880081E+018,@HELBpage kindly assist me to change my phone number. $$$My old number is 0712131249 update it to 0794953668.$$$ID Number:39267276
1.68199457552569E+018,"@HELBpage Greetings,kindly help me update my phone number. $$$My old number is 0712131249,new number is 0794953668.$$$M� https://t.co/nY8jwlZbX3"
1.68199339278649E+018,@HELBpage @SilvaTwalib Kindly update for me my phone number. $$$This is mu phone number:0794953668$$$ID:39267276
1.68195155768707E+018,@ThePlacardGuy 9971027706 is my phone number you can video call to me. But please help
1.68194175127428E+018,@pushpa1430 0276180350 this is my cell phone number please call me right now please my beautiful darling wife to be
1.68192990306988E+018,"@HELBpage Please update my Mobile phone number from 0796632095 and the new one is 0111494849,$$$Id 40257048"
1.68192873024629E+018,RT @danish_zarnawaz: @RailwaySeva My pnr is6122653418 my phone number is 8709489036 they fine me after pandit dindayal upadhai station 500�
1.68192117573432E+018,@RailwaySeva My pnr is6122653418 my phone number is 8709489036 they fine me after pandit dindayal upadhai station 5� https://t.co/Hp8LTuSywL
1.68190811777129E+018,@OkinawaAutotech My phone number is 7003148739
1.6819033305437E+018,@RailwaySeva My PNR number is 4803003531 GDR to BIN$$$4249102744 GDR to ET$$$4703003936. GDR to NGP$$$We have three ticke� https://t.co/da9OrPTLJX
1.68189367414002E+018,@MTNRwanda My phone number is 0788884517
1.68188349029459E+018,"@Nespresso @sup Not sure of my account number, but my email is joneskarla13@gmail.com, phone is 425-417-3378, $$$seri� https://t.co/pw2inZxDwc"
1.68187663958251E+018,@Ubiquiti Is there any phone number that I can contact? Or please have callback arranged. 91 9891420503 is my number.
1.68186645716311E+018,@Pmoresd Good morning Iam from Assam My phone number is  7099798288
1.68182041673665E+018,@teeema_yola My phone number is+213659352902 even of my what's up
1.68181256851867E+018,RT @SteveB165: @MyStraightTalk my number is 3344642891 my phone has been blocked from service since Monday I have been lied to repeatedly a�
1.68177811986961E+018,"@RailwaySeva Am not the verified user (and have no interest to be the one), so sending here$$$PNR: 8604212178$$$Phone n� https://t.co/2GQHszX0MW"
1.68177083920351E+018,my dms are open and my phone number is 6789998212
1.68176453747995E+018,"@brainjotter__ Account Number: 8900875173$$$Bank: PalmPay or PalmPay Limited$$$Boss, I'm studying cybersec. I've been u� https://t.co/t9Kay1ARz3"
1.6817451499304E+018,@telegram Help my phone number is banned +393277108934$$$$$$I wrote literally everywhere but no one answers for like 2� https://t.co/FJgssGx2JU
1.68173294955153E+018,Straight talk is the worst prepaid phone service on earth my number is 3344642891
1.68171231257756E+018,@RailwaySeva @drmjabalpur 9926166882 is my phone number
1.68170728506697E+018,@is_salsu I wish to be the lucky person ma.$$$This is my account number$$$2101544531$$$UBA$$$Adimode O Mariam$$$My phone is a� https://t.co/eSZPDl8kla
1.68169435509699E+018,@MyStraightTalk my number is 3344642891 my phone has been blocked from service since Monday I have been lied to rep� https://t.co/WhhGo0LMjy
1.68169059296154E+018,"RT @abumoeed: @EmiratesNBD My phone number is 0505049706, since 3rd Dec2014 till today Emirates NBD cant deliver my loan cheque"
1.68167594657386E+018,@Lazy_Pay @myntra @MyntraSupport I can't mssg u because I m not a verified user... My phone number is 9027460829
1.68167398636569E+018,@smstelegram I'm trying to use my mobile phone number: 639936030565$$$But Telegram says it's banned. Please help.$$$Thi� https://t.co/2nniRdGhWN
1.68166643608154E+018,@jswsteel My phone number is 7044125642$$$Email id amitprosad100@gmail.com
1.68165999847948E+018,+914067824444 is the number when I tried to call the person after entering the pin the phone is ringing and suddenl� https://t.co/xU6RZWDvo7
1.68165954694168E+018,@RailwaySeva $$$$$$My seat number C5 22 PNR 4351741412 $$$$$$my seat is not uprighting my phone number is 9886044596$$$Travel� https://t.co/XKde4uJb8C
1.68165847236082E+018,"RT @JobOmayio: @SanlamInvest Hello. Am Nyakeirura Omayio Job,a customer. Id no 29364935. Phone number is 0707707862. Kindly help me the ins�"
1.68165826250318E+018,My PNR is 4351741412 my seat is not uprighting my phone # 9886044596 travelling vandebharat exp from thrissur to tr� https://t.co/0AHZEpfVRB
1.68165038357833E+018,@anupriy_01 Yes beautiful my phone number is +223574511716
1.68164184053214E+018,@smstelegram I'm trying to use my mobile phone number: 917005812027$$$But Telegram says it's banned. Please help.$$$$$$Ap� https://t.co/f4Nrq0UzOh
1.68163992654121E+018,RT @Shivam42477034: i make a order on jio mart my order id is�16893888870032920A� and my phone number is 7011418402 i order 2 item sugar at�
1.68163586099395E+018,RT @Shivam42477034: i make a order on jio mart my order id is�16893888870032920A� and my phone number is 7011418402 i order 2 item sugar at�
1.68163515760053E+018,"@MigunaMiguna @DancunOjika3 @Twitter @MigunaMiguna kindly buy me lunch sir, I am so hungry, 0717889940 is my phone� https://t.co/MNyvWPwCCC"
1.68163476924162E+018,@worship_harvest @levixone My phone number is 0706970709
1.68163475934741E+018,i make a order on jio mart my order id is�16893888870032920A� and my phone number is 7011418402 i order 2 item suga� https://t.co/0VdXlETyj8
1.68163126923334E+018,My phone number is 2153037206
1.68162063418968E+018,"RT @AjayKum75990037: @OfficialADCB This is Al karama branch ,, my phone number is 0566873222.. there is also one glitch in the system for t�"
1.68162001349156E+018,@elonmusk ple this is my phone number 7013357258
1.68159067462868E+018,@TsspdclCorporat 9849455633 is my phone number. USC number is 100308578.
1.68158120467881E+018,@rina_rani12 My phone number is 9448747679
1.68157553051949E+018,@flipkartsupport I'm using Flipkart pay later from 2020 with phone number 9169506323 whenever i purchased any produ� https://t.co/ldStNNrykc
1.68153957524664E+018,@BlessingGives 9957569414 this is my phone pay number... thank you
1.68152864673592E+018,@KamalaHarris my email is t r h u t c h i n s 83@gmail.com my phone number is 737-212-2273 my rectum has been tased� https://t.co/ZOyjDDgCmx
1.68152040084357E+018,RT @PhatkaySri72867: @TeamYouTube @GoogleIndia @Google @googlechrome @sundarpichai $$$My Google account srikarphatkay2@gmail.com is hacked th�
1.68151556622436E+018,@JoanahKemirembe Morning to my phone number is 0704787698
1.68149461659879E+018,RT @Abhishek99050: @facebook @facebookinsider$$$My name is Abhishek Vatsh. My email id is diwakar.pandey50@yahoo.com$$$Someone hacked my Facebo�
1.68142874772204E+018,@savbloomxo hi savbloom my name is dodo nice to meet you. You are sweet girl my phone number whatsapp 081383237975
1.68142582779023E+018,"@KhvayaClubs @1SMi_ If you want to call me, +251911880531 is my mobile phone number; And 1000280303945 (Hassen Abat� https://t.co/SfCQ468ZH9"
1.68139767159919E+018,@La_risa02 Do you want to be friends oh well your mother is dirty and nasty here is my phone number+359878542769
1.68139326883434E+018,@telegram $$$$$$I'm trying to use my mobile phone number: 918787625528$$$But Telegram says it's banned $$$$$$This is my perso� https://t.co/E9pR1spgFC
1.6813911159901E+018,@qualitysuga I can't dm I'm not verified. My phone number is 7165339304. My Instagram is thebackblingg if that works for you also
1.68139082364289E+018,@telegram Help my phone number is banned +393277108934
1.68138619132773E+018,@VerizonSupport Hi my number is 6179572755. Today I have been disconnected twice trying to resolve the problem call� https://t.co/OlVJgGIkwA
1.68138356114708E+018,@_areebaaaa but my phone number is 0000000000
1.68135611662046E+018,"@FedExHelp Hello Saddy, I am Hitendra Soni. My tracking number is 393436933633 and my address is 4128, Bristlecone� https://t.co/3ME6WGRFkD"
1.68134875295792E+018,@TeamYouTube @GoogleIndia @Google @googlechrome @sundarpichai $$$My Google account srikarphatkay2@gmail.com is hacked� https://t.co/HUdFgMiua1
1.68133620400703E+018,Sir its a request from my side to you. My phone number is 8016108753.
1.68132773470063E+018,@_AirCanadas_ I�m currently in Ethiopia and this is my current phone number 0911027707 or I can be reached at 20238� https://t.co/xdACbZwncX
1.68132482756996E+018,@excitel_rocks Have already shared my id$$$Phone number is 8470017107
1.68132398621748E+018,@kicks_kenya 0718019567 is my phone number.$$$Won't be able to Dm because my account has no blue budge.
1.68131365950993E+018,@akanksha_sha1 082197961168 is my phone number
1.68131165659558E+018,@wizkhalifa Wats Hannah turn up fam hit me up Iam big fan off your were that loud pack 0 two 100% my cell phone number is 8312253101
1.6812990420166E+018,@WhatsApp my phone number is blocked by what's app team.I shared business message of English . My number is 9930101343
1.6812933456568E+018,@flipkartsupport My Phone 9351326855$$$I have already requested for return my product but till now there is no help f� https://t.co/Op9odK42gJ
1.6812817877318E+018,@smstelegram I'm trying to use my mobile phone number: 917340833137$$$But Telegram says it's banned. Please help.$$$$$$Th� https://t.co/kO1Y1PiQek
1.68125467811657E+018,Sir we didn't have power for last one hour. My USC number is 102756654. My phone number is 9290448153 @TsspdclCorporat
1.68124719578023E+018,"@RailwaySeva @drmsdah @IRCTCofficial @EasternRailway My UTS No - XEXRDKA013 , Phone Number - 9635185218 ! At this s� https://t.co/uigp5YT1m1"
1.68123642126313E+018,@nagarnigamknp Thanks for ur quick response.$$$My number is 7311192333. I will share the address on phone ?
1.68122147117829E+018,@Hooyokaaho_ YES  PLEASE MAY CAN I HAVE YOUR WHATSAPP PHONE NUMBER MY WHATSAPP CELL PHONE NUMBER IS +2519387528 !!!! THANK YOU !!!!
1.68119289819113E+018,"@ArabianApplian1 @GENERALGOLDIN I cannot get to my direct message right now, my phone number is 0594813696. Please need your urgent support"
1.68118399853675E+018,@EasternRailway @RailMinIndia My UTS No - XEEBDKA06E  !  My Phone Number 9932865335  !  03144 Down Lalgola Ranaghat� https://t.co/vurCnIY8ZO
1.68118379344366E+018,@drmsdah @RailwaySeva My UTS No - XEEBDKA06E  !  My Phone Number 9932865335 ! 03144 Down Lalgola Ranaghat Memu Trai� https://t.co/0k3YwgI08x
1.681182903513E+018,@smstelegram I'm trying to use my mobile phone number: 918102429898$$$But Telegram says it's banned. Please help.This� https://t.co/LynLvsQpKZ
1.68117408297961E+018,"@npower_ng Yes i received you can see the screen shot below, this is my email address Ijmbproduct@gmail.com and pho� https://t.co/761sutKYhP"
1.68115864620041E+018,@Ahambhumika Wonderful. My phone number is 9811880310. Can you please WA me with the details of the products? Inclu� https://t.co/oD69db6lfy
1.68115441395474E+018,@telegram I'm trying to use my mobile phone number: +9188730644**$$$But Telegram says it's banned$$$$$$This is my persona� https://t.co/pV0Tpc3Kp4
1.68115258365275E+018,@telegram I'm trying to use my mobile phone number: 9188730644**$$$But Telegram says it's banned$$$$$$This is my personal� https://t.co/SAiAtwrsBq
